,mat_id,composition
686,mp-20619,Sb4Rh4
687,mp-22270,Co4P4
688,mp-1226133,Co1Mo4N5
689,mp-22079,As4Rh4
690,mp-15650,As4Ru4
691,mp-1221780,Mn3Fe1As4
692,mp-753946,Li1Co1S2
693,mp-555170,B12S1
694,mp-867202,Sr4
695,mp-1409,Ti4Ni12
696,mp-1188129,Zr4Pt12
697,mp-1105911,Ti4Pd12
698,mp-8566,Ag4
699,mp-30841,U4Pd12
700,mp-30841,U4Pd12
701,mp-1187761,Xe4
702,mp-976411,Li4
703,mp-1067880,Ga4
704,mp-1067880,Ga4
705,mp-999498,N4
706,mp-1096941,Cu1S1
707,mp-999498,N4
708,mp-558312,Li4O4
709,mp-1008471,Cd2Te2
710,mp-1105839,Sm2Co8B8
711,mp-676089,Fe2Co1Se4
712,mp-557835,Tl2F2
713,mp-1221834,Mn1Cr3Te4
714,mp-10204,Mn2Se2
715,mp-849065,V2S2
716,mp-1221754,Mn1Co1Se2
717,mp-38006,Ni2Sb1Te1
718,mp-1224903,Fe1Ni1S2
719,mp-29131,V2Se2
720,mp-1221333,Mn1Ni1Sb2
721,mp-1225146,Fe4Sn4Pt4
722,mp-1224966,Fe1Co1Se2
723,mp-426,Co2Se2
724,mp-1218018,Ta4Ga2Ni6
725,mp-1207954,U4Mn6Si2
726,mp-1216307,V4Si4Ni4
727,mp-1225366,Dy2Fe1Co3
728,mp-1220599,Nb4V4Ni4
729,mp-670,Nb2Co4
730,mp-1184321,Eu2Mg4
731,mp-1102035,Sm4Re8
732,mp-16331,Er2S4
733,mp-1215286,Zr4Mn4Fe4
734,mp-1215560,Zr3Nb1Zn8
735,mp-10366,Nb4Co6Si2
736,mp-1215318,Zr2Al2Cu2
737,mp-537,Er2Co4
738,mp-570960,Hf4Os8
739,mp-1215175,Zr1Ti1W4
740,mp-1077750,Yb1Cu4Pd1
741,mp-1038,Mg2Cu4
742,mp-568315,Cd8Cu16
743,mp-1216725,U1Pt2Au3
744,mp-1226844,Ce4Mn6Al2
745,mp-1388,Dy2Rh4
746,mp-1224182,Hf1Ti1W4
747,mp-1071890,Nd1In1Pt4
748,mp-1190681,Zr8Fe16
749,mp-1665,Yb2Fe4
750,mp-1225288,Dy2Al3Cu1
751,mp-1215217,Zr1Nb1Cr4
752,mp-1219827,Pu4Al4Fe4
753,mp-1215957,Y2Co2Ni2
754,mp-1216016,Zr6V4Ni8
755,mp-2674,Y2Pt4
756,mp-1226460,Co6P2W4
757,mp-1224426,Hf4Al4Ir4
758,mp-1206371,Nb2H2
759,mp-1073728,Mg2Si2
760,mp-362,Ni3S2
761,mp-766348,Ba4Ca4I16
762,mp-695817,Sc1F3
763,mp-1062989,Ce1O2
764,mp-1077457,Eu6
765,mp-1079649,Si8
766,mp-644899,U8Ir8
767,mp-1215721,Zn22Sb2Ru6
768,mp-1188109,Ho6In10
769,mp-1106153,Er6In10
770,mp-1100149,Cs1Rb1Mg6
771,mp-1079139,K6Co2
772,mp-30872,Th2Sn4
773,mp-11814,Rb2Au3
774,mp-1691,La4Ni6
775,mp-1219388,Sc4Mn1Si7
776,mp-12701,Nd2Sn4
777,mp-1084826,Nd4Co6
778,mp-12701,Nd2Sn4
779,mp-1104535,Hf4Cu2Si8
780,mp-20412,In8As8
781,mp-1225675,Cu1P1S2
782,mp-128,Ge8
783,mp-20412,In8As8
784,mp-1200568,Zn18S18
785,mp-647075,Zn64S64
786,mp-570690,Si9C9
787,mp-1200168,Si29C29
788,mp-10281,Zn4S4
789,mp-560725,Zn16S16
790,mp-1202959,Zn18S18
791,mp-680085,Zn44S44
792,mp-554889,Zn24S24
793,mp-554115,Zn24S24
794,mp-556363,Zn18S18
795,mp-568348,P84
796,mp-1094075,P10
797,mp-558552,Ta12S2
798,mp-16505,La3Al11
799,mp-568623,Sc88Os14
800,mp-568623,Sc88Os14
801,mp-639874,Ta20Al10
802,mp-1213865,Ce3Al11
803,mp-1097738,Cr4N8
804,mp-545974,Al2P2O8
805,mp-1245768,Mg4Cd2N4
806,mp-18939,Li1Co1C4O4
807,mp-1029265,Mg4Zn2N4
808,mp-1245492,Mn2C4N4
809,mp-1246421,Cr4Cd2N4
810,mp-865808,Li1Nd2Ir1
811,mp-90,Cr2
812,mp-1227342,Be2Co1
813,mp-1206578,In1Ag1I2
814,mp-1226716,Cd1Ag1
815,mp-1216329,V1Fe4
816,mp-1228910,Al2Fe1Ni1
817,mp-1217811,Ta1W1
818,mp-1217020,Ti1Al1Fe2
819,mp-1224965,Fe1Ni1
820,mp-1255847,Na1Al3
821,mp-1186021,Na2Hg1Au1
822,mp-27587,Li8Pb3
823,mp-1215462,Zn1Cu1
824,mp-1224780,Fe3Ni1
825,mp-1217812,Ta1V1
826,mp-1101401,Rb1Pr1O2
827,mp-1228839,Al1W3C4
828,mp-1086669,Ni2P4W2
829,mp-1007761,H2W2
830,mp-1094027,Tm2Te2
831,mp-1008965,Cd1N1
832,mp-10052,Ti2As2
833,mp-1211056,Li1Mo1N2
834,mp-19149,Na4Ni4O8
835,mp-568908,Ti2As2
836,mp-1078836,K2I2
837,mp-1216670,Ti1V1As2
838,mvc-15387,W2N2
839,mp-9378,Na1Sn2As2
840,mp-20050,In2P6
841,mp-1218893,Sr1Ca2Si6
842,mp-7542,Ge2P6
843,mp-20878,Pb4O4
844,mp-20878,Pb4O4
845,mp-235,S4N4
846,mp-96,S32
847,mp-561513,S28
848,mp-557869,S48
849,mp-1022697,Y1Hf1Mg6
850,mp-1224941,Fe1Mo2
851,mp-1186484,Pm4Mg2
852,mp-1104675,Tm6Pd8
853,mp-1228777,Al4Fe5Rh1
854,mp-29630,Li14Ge4
855,mp-1217677,Tb2Cu1Ag1
856,mp-1187446,Th1Ti3
857,mp-1184875,K3Ir1
858,mp-266,Zr2Pd1
859,mp-1215448,Zn2Pd1Au1
860,mp-1220635,Nb3Pd1
861,mp-193,Zr2Cu1
862,mp-541155,V4S16
863,mp-1190675,Ba8Si8C8
864,mp-22236,In12Co4
865,mp-29732,Ta4Mn8Si10
866,mp-1945,Nd4Cu24
867,mp-18614,In12Rh4
868,mp-644883,Cu4Ag12S8
869,mp-644883,Cu4Ag12S8
870,mp-672204,Ga12Ru4
871,mp-118,P24
872,mp-1218835,Sn2Ge2Se4
873,mp-691,Sn4Se4
874,mp-505164,Nb4Te16Ir4
875,mp-1064979,Na2I2
876,mp-1180981,I1
877,mp-1018849,Os3N3
878,mp-1018734,Ir3N3
879,mp-1197830,C16I16
880,mp-1189265,Na4Cl12
881,mp-1228732,B2H8N2
882,mp-7224,Th2C4
883,mp-975336,K4C4S4N4
884,mp-601401,K4C4S4N4
885,mp-1188510,Cs2Sb4F14
886,mp-505824,Cs2Pd1C2
887,mp-1210637,Th4B8Os8
888,mp-1221574,Mn2O4
889,mp-1179886,Na1H1F2
890,mp-29764,Rb2H2F4
891,mp-1223509,K2C2S2N2
892,mp-11514,Nb1Pt2
893,mp-11513,Nb1Ni3
894,mp-864758,Na3In1
895,mp-1186284,Nd3Pa1
896,mp-1186263,Nd3Cd1
897,mp-1961,Ti1Ag1
898,mp-1186989,Sc1Os3
899,mp-1185519,Lu1Ru3
900,mp-999545,Mn3Fe1
901,mp-1225483,Er1In2Sn1
902,mp-11513,Nb1Ni3
903,mp-1219733,Pr1Y1Sn6
904,mp-1223666,Ir4W1
905,mp-1224702,Fe2Pt1Rh1
906,mp-1187405,Th3Cd1
907,mp-1221442,Mo1Pd4
908,mp-1078514,Zr2Ni2P4
909,mp-1017541,Zr1Ir1
910,mp-980192,Yb1Os3
911,mp-1017541,Zr1Ir1
912,mp-1206043,Tb2Ag2As4
913,mp-7194,Tb2Cu2As4
914,mp-2583,Ti1Rh1
915,mp-1196164,Pr8As16Au8
916,mp-10991,Y2Cu2As4
917,mp-1078739,Y2Ag2Sb4
918,mp-1094651,Mg1Ga5
919,mp-1039368,Ca1Mg1
920,mp-1186898,Rb1Yb1
921,mp-995205,V1Mo1
922,mp-1216575,Tl4Bi1
923,mp-1187218,Ta6C2
924,mp-995205,V1Mo1
925,mp-1094181,Hf1Mg1
926,mp-1216290,V1Pd3
927,mp-1185974,Mg2Pb6
928,mp-1038972,Mg1Cd1
929,mp-1184314,Ga6Rh2
930,mp-972889,Sc2Sn6
931,mp-1187812,Zn3
932,mp-1215579,Zn1Pd4
933,mp-1183615,Ca1Np1
934,mp-1185280,Li6Te2
935,mp-1184519,In6Cl2
936,mp-1094882,Mg1Zr1
937,mp-1183615,Ca1Np1
938,mp-972733,Si6B2
939,mp-1224926,Ga1Fe1
940,mp-1094361,Mg4Ti2
941,mp-1184320,Fe6O2
942,mp-1217130,Ti2Cu1Ni1
943,mp-862980,Pm2Al6
944,mp-1039345,Ce2Mg4
945,mp-1038860,Ce4Mg2
946,mp-1184316,Ga6Au2
947,mp-975170,Rb2Hg6
948,mp-1186408,Pa2Si6
949,mp-1094339,Mg4Ti8
950,mp-979013,Sm2Ge6
951,mp-982557,Ho2Ga6
952,mp-1094335,Sr4Mg2
953,mp-1185842,Mg2Ag4
954,mp-1094822,Mg2Bi4
955,mp-1094695,Y2Mg2
956,mp-13674,Na8Ge8Au24
957,mp-567485,Ca8Ga8Au24
958,mp-1184194,Dy1Mg16Al12
959,mp-981988,Y1Mg16Al12
960,mp-21613,K5Pb24
961,mp-1185734,Mg16Ti1Al12
962,mp-971834,Y1Mg16Al12
963,mp-1185711,Mg16Al12Sn1
964,mp-983411,Lu1Mg16Al12
965,mp-11558,Sc5Re24
966,mp-982005,Th1Mg16Al12
967,mp-975395,Nd1Mg16Al12
968,mp-1245745,Mg1Ti1N2
969,mp-755272,Li3V5O8
970,mp-1038548,Hf1Mg30Nb1O32
971,mp-1006891,K1Sm1Se2
972,mp-1038321,Y1Mg30Al1O32
973,mp-1174218,Li4Mn3Co1O8
974,mp-777279,Li20Fe4O4F20
975,mp-753906,Li4Mn2O4F2
976,mp-756324,Li3Ti1Co4O8
977,mp-755724,Li3V2Ni1O6
978,mp-1036763,Mg30V1Sn1O32
979,mp-756969,Li6V3Fe3O12
980,mp-770328,Li8Cr6Fe2O16
981,mp-756763,Li3Cr1Co4O8
982,mp-1038085,Sr1Mg30Mn1O32
983,mp-999121,Tb1Tl1Te2
984,mp-754722,Li4Ti3Mn1O8
985,mp-1175898,Li9Mn2Co5O16
986,mp-1177300,Li4V1Cr3O8
987,mp-1038548,Hf1Mg30Nb1O32
988,mp-753337,Li4V2Ni2O8
989,mp-1038310,Mg30Al1Cu1O32
990,mp-1036397,Sr1Ca1Mg14O16
991,mp-1174566,Li8Mn2Co4O14
992,mp-1276282,Li8Al4Co4O16
993,mp-1037433,Y1Mg30B1O32
994,mp-769553,Li10Co4Ni6O20
995,mp-1174081,Li4Mn1Co3O8
996,mp-1036133,Na1Mg14Mn1O16
997,mp-1280637,Li8Mg2Ni6O16
998,mp-4573,Tl1Sb1Te2
999,mp-5694,Na1Ho1S2
1000,mp-1223637,In1Sb1
1001,mp-1218964,Sn1Bi1
1002,mp-7859,Zr2S2
1003,mp-1184591,Hg2
1004,mp-292,V6As2
1005,mp-1217222,Ti12Co6Ni6
1006,mp-18503,Al8Re12B4
1007,mp-1220795,Nb12Sn3Sb1
1008,mp-1080016,Tl6Ir2
1009,mp-1228829,Al1V6Ge1
1010,mp-446,Cr6Pt2
1011,mp-1216452,V6Si1C1
1012,mp-1216443,V6Fe1Ni1
1013,mp-30790,Zr2Mo6
1014,mp-958,Cr6Rh2
1015,mp-10229,Nb6Si2
1016,mp-1217277,Ti16Fe4Ni4
1017,mp-839,V6Au2
1018,mp-866076,Nd2Au6
1019,mp-1094950,Mg1Ga3
1020,mp-1094338,Sr2Mg6
1021,mp-1187772,U6Ti2
1022,mp-862289,Ac2Hg6
1023,mp-1100174,Cs1Mg6Bi1
1024,mp-1185918,Mg1In5
1025,mp-2004,Cu20Sb6
1026,mp-1080094,Sr2Hg6
1027,mp-1094453,Y3Mg3
1028,mp-1206080,Zr2Zn4Ge2
1029,mp-1185903,Mg2In4
1030,mp-1193675,B28
1031,mp-3250,Ni4Sb2Te4
1032,mp-1071351,U2Te2P2
1033,mp-560887,Zn8Ga8N8O8
1034,mp-1191849,Cu8Sn4Se12
1035,mp-1078918,Zn1Cu2Sn1Se4
1036,mp-1229187,Ag4Sn2Hg3Se9
1037,mp-1245526,Li2Ru2N4
1038,mp-15703,Be2C2N4
1039,mp-1226788,Cd2Ge2As2P2
1040,mp-5342,Ga2Ag2S4
1041,mp-1232397,Zn1Cu2Si1Se4
1042,mp-756200,Li8Si4Ni4O16
1043,mp-1079661,B1C7
1044,mp-1224147,In1Ga1Cu2Se4
1045,mp-1216277,Zn4Fe1Cu10Sn5Se20
1046,mp-1221664,Mn1Cd2Te3
1047,mp-5782,Al2Ag2S4
1048,mp-1226820,Cd5Te1S4
1049,mp-1210796,Li8Mn4Ge4O16
1050,mp-3668,Cd2Ge2P4
1051,mp-1199937,K81
1052,mp-1105040,Ta6Zn7
1053,mp-574458,Zr42Re50
1054,mp-31506,Mg32Al36Ag13
1055,mp-1188750,Nd4Ir14
1056,mp-1192978,Cs2K14Rb10
1057,mp-1224802,Ga1Pd1
1058,mp-1186027,Mo1Se1
1059,mp-1039305,Mg1Bi1
1060,mp-972742,Sm1Br1
1061,mp-978652,Si2Hg6
1062,mp-978679,Sm1I1
1063,mp-1223656,In1Pt1
1064,mp-1228895,Al1Ga1Sb2
1065,mp-406,Cd1Te1
1066,mp-1215445,Zn1Ga1As1Se1
1067,mp-22895,Cu1I1
1068,mp-1222145,Mg3Mn1Te4
1069,mp-1008523,B1C2N1
1070,mp-1221936,Mg1Mn1Te2
1071,mp-5213,Cd2Sn2P4
1072,mp-1219383,Sc3In1P4
1073,mp-1008556,Al1Ga1N2
1074,mp-4840,Ga2Cu2Se4
1075,mp-30148,B2C4N2
1076,mp-1215574,Zn1Ga1Cu1Se3
1077,mp-1184731,H2Pb2
1078,mp-1066821,S2N2
1079,mp-137,Ge12
1080,mp-1072544,Si6
1081,mp-1246341,In8Ga4N12
1082,mp-1181848,Cd1Hg1S4
1083,mp-158,As4
1084,mvc-15384,Sb2N2
1085,mp-1064307,Te4
1086,mp-23154,Br4
1087,mp-1221534,Mn1Zn3S4
1088,mp-1184819,In2C2
1089,mp-1073523,Mg4Si8
1090,mp-1075658,Mg10Si18
1091,mp-28566,Na8Ti8Se32
1092,mp-1073623,Mg4Si8
1093,mp-18344,Ta4Tl8S22
1094,mp-1073604,Mg4Si8
1095,mp-505171,Na4Ti4Cu4S12
1096,mp-984,B2N2
1097,mp-984,B2N2
1098,mp-1007824,Ga2N2
1099,mp-568938,Pr1
1100,mp-55,Sn1
1101,mp-1018128,Sc1Ag2
1102,mp-1059552,Sm1Bi1
1103,mp-1008617,Yb1Ag2
1104,mp-1644,Pr1Sb1
1105,mp-1228817,Al1Re1Ge1
1106,mp-3402,U2Te2N2
1107,mp-1078453,Ba2Al2Ge2F2
1108,mp-1079195,Sr2Mn2P2F2
1109,mp-546790,La2Cu2Te2O2
1110,mp-29797,Gd2Br2O2
1111,mp-552806,Ba2Bi2Cl2O4
1112,mp-23116,Cu2Bi2Se2O2
1113,mp-22917,Cu2Br2
1114,mp-27762,U2Br2N2
1115,mp-9304,Dy2Cu2Se2O2
1116,mp-754969,Tm2Br2O2
1117,mp-20422,K2Mn2P2
1118,mp-28066,Th2Br2N2
1119,mp-20807,Sr2Fe2As2F2
1120,mp-505531,Fe2S2
1121,mp-1226328,Cr4Te3S1
1122,mp-28893,Re8B8
1123,mp-1221528,Mn2Sb1As1
1124,mp-531611,Mg2Al4B56
1125,mp-978292,Mg3P3
1126,mp-1247328,Ni8Ru2N8
1127,mvc-2426,Ti4Zn4O8
1128,mp-554272,Cu24Sb8S24
1129,mp-644693,Si8
1130,mp-1015065,Cr12N16
1131,mp-1246345,Mn8Ir2N8
1132,mp-62,Pa1
1133,mp-1018131,Lu1Ag2
1134,mp-1215193,Zr1U1
1135,mp-1620,Si2W1
1136,mp-624889,C8
1137,mp-972353,U3Pa1
1138,mp-1184315,Eu1S3
1139,mp-1094918,Ce4Mg2
1140,mp-64,Ce2
1141,mp-1075851,Mg6Si4
1142,mp-1075576,Mg10Si12
1143,mp-1022684,Y1Mg6C1
1144,mp-1190232,Yb6Sn10
1145,mp-1188870,Pr4Zn12
1146,mp-1227096,Ca2Ga2Cu2
1147,mp-29777,Er4Ge10
1148,mp-7756,Sr4Li4Sb4
1149,mp-1220072,Nd2Sn2Au2
1150,mp-1188870,Pr4Zn12
1151,mp-1103670,Tb4Ga4Ni4
1152,mp-1073809,Mg6Si6
1153,mp-1215776,Zr2Ga3Co1
1154,mp-21161,Sm4Sn4Pt4
1155,mp-636287,Eu3Ga4Ni4
1156,mp-1075104,Mg6Si8
1157,mp-1188370,La6Sn10
1158,mp-1101989,Sr4Li4As4
1159,mp-20347,Nd4Sn4Pt4
1160,mp-1226896,Ce4Ge4Ir2Rh2
1161,mp-582406,Gd2Zn6Ge3
1162,mp-1099112,Rb1Ca1Mg6
1163,mp-1094332,Sr3Mg3
1164,mp-959,La2Al6
1165,mp-8312,Ta5As4
1166,mp-8312,Ta5As4
1167,mp-1220609,Nb8Cr16
1168,mp-1187108,Sn6Ru2
1169,mp-17141,Er6Al4Ni12
1170,mp-2717,Zr2Ni7
1171,mp-1039108,Ca2Mg4
1172,mp-1190972,In4Pd17Se4
1173,mp-12741,Mg4Pd8
1174,mp-30179,Mn12Al62Ni4
1175,mp-567929,Al13Os4
1176,mp-1215897,Zn53Co7
1177,mp-669382,Co46
1178,mp-632693,Zr10In8Rh4
1179,mp-1225714,Fe30Si6As6
1180,mp-1227305,Bi1Te1
1181,mp-1078644,Sn4O4
1182,mp-1007918,Dy2Au2
1183,mp-1448,Nd2Ga2
1184,mp-1212983,Er16Mg4Ge16
1185,mp-1025444,Er4Pt4
1186,mp-999291,Pr2Pd2
1187,mp-1025438,Lu4Pt4
1188,mp-20857,Co4B4
1189,mp-2147,Sr2Ge2
1190,mp-11228,Y2Al2
1191,mp-12774,Th2Ir2
1192,mp-542005,Ce20Ge8Rh4
1193,mp-1007881,Fe2B2
1194,mp-1018086,Ce2Pd2
1195,mp-7092,Ti4Si4
1196,mp-1007881,Fe2B2
1197,mp-2102,Pr4Ge4
1198,mp-542632,Gd2Ni2
1199,mp-35071,In2Ag2Se4
1200,mp-8390,Li2Yb2O4
1201,mp-1223871,K4Na1Cl5
1202,mp-1229237,Ag1Sb1Te16Pb14
1203,mp-1178952,Te4
1204,mp-1035835,Y1Hf1Mg14O16
1205,mp-1038496,Mg30Cd1C1O32
1206,mp-1037306,Mg30Nb1Cu1O32
1207,mp-1173043,Na2Bi2S4
1208,mp-1174175,Li4Mn3Co1O8
1209,mp-1287184,V4O4
1210,mp-1036367,Ca1Mg14Cr1O16
1211,mp-1037960,Ca1Mg30Cr1O32
1212,mp-1222163,Mg16Fe4O20
1213,mp-1036378,Ca1Y1Mg14O16
1214,mp-1036367,Ca1Mg14Cr1O16
1215,mp-1032273,Mg6Cu1Si1O8
1216,mp-1037903,Ca1Mg30Nb1O32
1217,mp-1021327,K1Li1I1Cl1
1218,mp-10910,Al4Ru2
1219,mp-10910,Al4Ru2
1220,mp-1185857,Mg2Au4
1221,mp-10910,Al4Ru2
1222,mvc-14624,Mo2N2
1223,mp-755509,Li4Mn4Al4O12
1224,mp-1246755,Mn12Fe8N16
1225,mp-1239335,Mg4Ni4O8
1226,mp-22170,Li8Pb2O8
1227,mp-1120447,Si8
1228,mp-574424,Se8N8
1229,mp-542738,S16N16
1230,mp-556269,S72
1231,mp-640917,Si3O6
1232,mp-1099805,Mg4Mn4O10
1233,mp-1094126,Sm2Fe2O5
1234,mp-1245808,Ca8Ir2N8
1235,mp-768229,Li4Bi2S6
1236,mp-1003735,Mg4Mn8O16
1237,mp-20693,In1Fe2O4
1238,mp-705416,Fe24O32
1239,mp-772397,Li10W2N2O8
1240,mp-753376,Li28Mn4O16F8
1241,mp-1247455,Sr10Pb4N12
1242,mp-755022,Li4Co2O2F6
1243,mp-571419,Zr2Al4C5
1244,mp-1079543,Pb4S4
1245,mp-19366,Lu1Fe2O4
1246,mp-850218,Li35Fe8O32
1247,mp-30336,Al12W3
1248,mp-1212628,Ho12Ga60Ru16
1249,mp-655,Na18As6
1250,mp-1214686,As12Pd30
1251,mp-1104047,Al12Tc3
1252,mp-1075111,Mg6Si8
1253,mp-1190353,Na12Rh4
1254,mp-1215027,Al84Pt20
1255,mp-1208953,Sm4Al18Co6
1256,mp-1074050,Mg18Si10
1257,mp-569900,Sc12Zn68
1258,mp-905,La6F18
1259,mp-1208587,Ta22Si4Se16
1260,mp-1209496,Rb4Ce4F16
1261,mp-504644,K4Ce4F16
1262,mp-674849,Tl2Bi2F8
1263,mp-1213259,Mn32Sn20
1264,mp-607738,Ce8Zn8Rh8
1265,mp-1102147,Sc1P4Rh6
1266,mp-1217269,Te1Se2
1267,mp-1217322,Te3Se3
1268,mp-570806,Mg60Al48Ag38
1269,mp-1216708,V18Ni12
1270,mp-1217804,Ta22Al8
1271,mp-557559,S28
1272,mp-555760,S9
1273,mp-1200038,Na8Ag8I16O24
1274,mp-1173360,Os2O4F4
1275,mp-1188358,Sn4Cl8O8
1276,mp-1215087,Ag3S1I3
1277,mp-626973,Ba8H16O16
1278,mp-1087524,Li2H4N2
1279,mp-33024,H8S4
1280,mp-1095223,O4F8
1281,mp-504825,Se8Cl8
1282,mp-23674,Na4H16Br4O8
1283,mp-696649,K2H4I6O2
1284,mp-569224,Sb4I12
1285,mp-1180142,Mn2C2O6
1286,mp-1179724,Rb2Li4H12N6
1287,mp-558934,Hg36Cl12O12
1288,mp-753520,Li12Bi4S12
1289,mp-766711,Li16Si8Ni8O32
1290,mp-620369,Ta2Ag14S12
1291,mp-3704,Cs4Mn6Se8
1292,mp-761683,Na8Ti2O8
1293,mp-1257155,Sr4Al2Ga2Fe4O14
1294,mp-540939,Ti4Tl16S16
1295,mp-1029921,Ca6Al6N10
1296,mp-1245757,Sr6In6N10
1297,mp-18685,Sr3Cu6Ge3S12
1298,mp-772190,Li24Ti8O28
1299,mp-1190974,Si4Ag8S12
1300,mp-1245997,Cd6Ga6N10
1301,mp-768536,Cs12La4O12
1302,mp-1245673,Mn6Fe4N8
1303,mp-1190145,Na4In4Ge2S12
1304,mp-769006,Li1Bi12O20
1305,mp-18126,Tb6Cu2Sn2Se14
1306,mp-1192510,Rb4Ge12As12
1307,mp-758459,Li4Fe4P4O16
1308,mp-779729,Na8Ti8O20
1309,mp-1019278,Tb2Ge2Au2
1310,mp-1096897,Ce2Cu2Pb2
1311,mp-1191159,Li8Pr8Sn8
1312,mp-1225563,Er2Cu2Ge2
1313,mp-1227074,Ce2Cd2In2
1314,mp-5874,Tl4Ag4Te4
1315,mp-7874,Li2Ga2Ge2
1316,mp-1019259,Sr2Sn2Hg2
1317,mp-1220073,Nd2Zn2Sn2
1318,mp-1444,Ca2Cd4
1319,mp-1436,Eu2Ag4
1320,mp-30630,Eu2Tl4
1321,mp-1072888,Tm2Ge2Au2
1322,mp-1072619,Pr2Ag4
1323,mp-4311,Ho2Ag2Sn2
1324,mp-1018761,Li3Ce1Sb2
1325,mp-1064456,Cu2O2
1326,mp-28266,P4Pd2
1327,mp-554159,Li4Be2Si2O8
1328,mp-780734,Li12Mn6Si6O24
1329,mp-1066856,Ag2O2
1330,mp-21880,Na4Fe4O8
1331,mp-1245638,Mn2Al4N6
1332,mp-1188392,Li4In4S8
1333,mp-10645,Tb2Se2
1334,mp-1017982,Tl2N2
1335,mp-850339,Li20Co4O4F20
1336,mp-22205,In2N2
1337,mp-1245638,Mn2Al4N6
1338,mp-1018040,Mg2Se2
1339,mp-560588,Zn2S2
1340,mp-24669,Cr2H2
1341,mp-1221958,Mg1Zn3O4
1342,mp-14659,K4As4Se8
1343,mp-30612,Er14Rh6
1344,mp-685957,Pr6Zn4As12
1345,mp-645172,Cs8As16Se24
1346,mp-571146,Sn4I4Cl4
1347,mp-1208124,Tl2Cu2As4Pb2S10
1348,mp-1198269,Na8Sb8Cl8O8F24
1349,mp-1209298,Rb2P30
1350,mp-680413,Rb48As112
1351,mp-677611,Tl2Ag2As4Pb2S10
1352,mp-31015,Ta3S1Br7
1353,mp-29208,Ca1Mg2Bi2
1354,mp-1017630,Mg2Zn1As2
1355,mp-1068042,Yb1Mg2Bi2
1356,mp-9571,Ca1Zn2As2
1357,mp-1232292,Mg1Al2Ge2
1358,mp-9570,Ca1Cd2P2
1359,mp-10314,Yb1Zn2As2
1360,mp-1104042,Sr4Zn4As6
1361,mp-1104456,Eu4Zn4As6
1362,mp-1207106,Ce1Al2Si2
1363,mp-754227,Li8Nb1S6
1364,mp-3833,Mg1Al2Si2
1365,mp-1232293,Mg1Al2Sn2
1366,mp-12894,Y2S1O2
1367,mp-754227,Li8Nb1S6
1368,mp-865185,Mg1Be2As2
